binom,redlistCategory,orderName,familyName,ED,num.studies,page_views.x
Aspidoscelis deppii,Least Concern,Squamata,Teiidae,6,0,904
Aspidoscelis espiritensis,Least Concern,Squamata,Teiidae,5,0,261
Aspidoscelis exsanguis,Least Concern,Squamata,Teiidae,5,1,7982
Aspidoscelis franciscensis,Least Concern,Squamata,Teiidae,5,0,541
Aspidoscelis gularis,Least Concern,Squamata,Teiidae,1,0,16679
Aspidoscelis guttatus,Not Assessed,Squamata,Teiidae,12,0,0
Aspidoscelis hyperythrus,Not Assessed,Squamata,Teiidae,3,1,7247
Aspidoscelis inornatus,Not Assessed,Squamata,Teiidae,7,0,11036
Aspidoscelis labialis,Vulnerable,Squamata,Teiidae,5,0,251
Aspidoscelis laredoensis,Least Concern,Squamata,Teiidae,1,0,909
Aspidoscelis lineattissimus,Not Assessed,Squamata,Teiidae,6,0,0
Aspidoscelis martyris,Vulnerable,Squamata,Teiidae,5,0,134
Aspidoscelis maslini,Least Concern,Squamata,Teiidae,0,0,263
Aspidoscelis mexicanus,Not Assessed,Squamata,Teiidae,4,0,0
Aspidoscelis motaguae,Least Concern,Squamata,Teiidae,5,0,1156
Aspidoscelis neomexicanus,Not Assessed,Squamata,Teiidae,5,1,335730
Aspidoscelis neotesselatus,Not Assessed,Squamata,Teiidae,5,0,0
Aspidoscelis opatae,Data Deficient,Squamata,Teiidae,5,0,252
Aspidoscelis pai,Not Assessed,Squamata,Teiidae,5,0,1356
Aspidoscelis parvisocius,Not Assessed,Squamata,Teiidae,5,0,0
Aspidoscelis pictus,Least Concern,Squamata,Teiidae,4,0,204
Aspidoscelis rodecki,Near Threatened,Squamata,Teiidae,1,0,320
Aspidoscelis sackii,Least Concern,Squamata,Teiidae,4,0,346
Aspidoscelis scalaris,Not Assessed,Squamata,Teiidae,4,0,329
Aspidoscelis sexlineatus,Not Assessed,Squamata,Teiidae,7,4,58025
Aspidoscelis sonorae,Least Concern,Squamata,Teiidae,5,0,690
Aspidoscelis stictogrammus,Not Assessed,Squamata,Teiidae,4,0,0
Aspidoscelis tesselatus,Not Assessed,Squamata,Teiidae,5,0,5459
Aspidoscelis tigris,Least Concern,Squamata,Teiidae,7,6,37022
Aspidoscelis uniparens,Least Concern,Squamata,Teiidae,11,2,100661
Aspidoscelis velox,Least Concern,Squamata,Teiidae,3,0,520
Aspidoscelis xanthonotus,Not Assessed,Squamata,Teiidae,5,0,0
Aspidura brachyorrhos,Not Assessed,Squamata,Colubridae,8,0,3477
Aspidura ceylonensis,Not Assessed,Squamata,Colubridae,15,0,2915
Aspidura copei,Data Deficient,Squamata,Colubridae,7,0,2059
Aspidura deraniyagalae,Not Assessed,Squamata,Colubridae,7,0,2438
Aspidura desilvai,Not Assessed,Squamata,Colubridae,7,0,941
Aspidura drummondhayi,Not Assessed,Squamata,Colubridae,8,0,1643
Aspidura guentheri,Not Assessed,Squamata,Colubridae,8,0,2684
Aspidura ravanai,Not Assessed,Squamata,Colubridae,8,0,1407
Aspidura trachyprocta,Not Assessed,Squamata,Colubridae,16,0,4011
Aspronema cochabambae,Vulnerable,Squamata,Scincidae,8,0,104
Aspronema dorsivittatum,Least Concern,Squamata,Scincidae,7,0,142
Asthenodipsas laevis,Least Concern,Squamata,Pareidae,32,0,0
Asthenodipsas lasgalenensis,Not Assessed,Squamata,Pareidae,10,0,0
Asthenodipsas malaccanus,Least Concern,Squamata,Pareidae,12,0,0
Asthenodipsas tropidonotus,Not Assessed,Squamata,Pareidae,5,0,0
Asthenodipsas vertebralis,Least Concern,Squamata,Pareidae,7,0,0
Astrochelys radiata,Critically Endangered,Testudines,Testudinidae,24,4,194839
Astrochelys yniphora,Critically Endangered,Testudines,Testudinidae,24,1,66675
Asymblepharus alaicus,Least Concern,Squamata,Scincidae,5,0,0
Asymblepharus eremchenkoi,Least Concern,Squamata,Scincidae,5,0,0
Asymblepharus himalayanus,Not Assessed,Squamata,Scincidae,4,0,0
Asymblepharus ladacensis,Not Assessed,Squamata,Scincidae,5,0,0
Asymblepharus mahabharatus,Not Assessed,Squamata,Scincidae,4,0,0
Asymblepharus nepalensis,Not Assessed,Squamata,Scincidae,4,0,0
Asymblepharus sikimmensis,Not Assessed,Squamata,Scincidae,4,0,0
Asymblepharus tragbulense,Not Assessed,Squamata,Scincidae,5,0,0
Ateuchosaurus chinensis,Least Concern,Squamata,Scincidae,10,0,0
Ateuchosaurus pellopleurus,Least Concern,Squamata,Scincidae,11,0,2
Atheris acuminata,Data Deficient,Squamata,Viperidae,5,0,0
Atheris anisolepis,Not Assessed,Squamata,Viperidae,5,0,12364
Atheris barbouri,Vulnerable,Squamata,Viperidae,7,0,4647
Atheris broadleyi,Not Assessed,Squamata,Viperidae,5,0,0
Atheris ceratophora,Vulnerable,Squamata,Viperidae,6,0,27410
Atheris chlorechis,Least Concern,Squamata,Viperidae,10,0,24474
Atheris desaixi,Endangered,Squamata,Viperidae,7,0,15013
Atheris hirsuta,Data Deficient,Squamata,Viperidae,5,0,4961
Atheris hispida,Not Assessed,Squamata,Viperidae,4,0,251459
Atheris katangensis,Not Assessed,Squamata,Viperidae,5,0,12003
Atheris mabuensis,Endangered,Squamata,Viperidae,5,0,11745
Atheris matildae,Critically Endangered,Squamata,Viperidae,3,0,13376
Atheris nitschei,Not Assessed,Squamata,Viperidae,7,0,21881
Atheris rungweensis,Not Assessed,Squamata,Viperidae,5,0,2801
Atheris squamigera,Not Assessed,Squamata,Viperidae,4,0,187607
Atheris subocularis,Not Assessed,Squamata,Viperidae,5,0,2332
Atlantolacerta andreanskyi,Near Threatened,Squamata,Lacertidae,67,0,1828
Atractaspis andersonii,Least Concern,Squamata,Atractaspididae,5,0,0
Atractaspis aterrima,Not Assessed,Squamata,Atractaspididae,5,0,5903
Atractaspis battersbyi,Not Assessed,Squamata,Atractaspididae,5,0,3060
Atractaspis bibronii,Not Assessed,Squamata,Atractaspididae,7,1,14846
Atractaspis boulengeri,Not Assessed,Squamata,Atractaspididae,7,0,2665
Atractaspis congica,Not Assessed,Squamata,Atractaspididae,5,0,2162
Atractaspis corpulenta,Not Assessed,Squamata,Atractaspididae,6,0,2365
Atractaspis dahomeyensis,Least Concern,Squamata,Atractaspididae,5,0,2069
Atractaspis duerdeni,Not Assessed,Squamata,Atractaspididae,5,0,2577
Atractaspis engaddensis,Least Concern,Squamata,Atractaspididae,5,0,31276
Atractaspis engdahli,Not Assessed,Squamata,Atractaspididae,5,0,1630
Atractaspis fallax,Least Concern,Squamata,Atractaspididae,5,0,0
Atractaspis irregularis,Least Concern,Squamata,Atractaspididae,6,0,3892
Atractaspis leucomelas,Not Assessed,Squamata,Atractaspididae,5,0,2217
Atractaspis magrettii,Not Assessed,Squamata,Atractaspididae,5,0,0
Atractaspis microlepidota,Least Concern,Squamata,Atractaspididae,7,0,10275
Atractaspis micropholis,Least Concern,Squamata,Atractaspididae,6,0,0
Atractaspis phillipsi,Not Assessed,Squamata,Atractaspididae,5,0,0
Atractaspis reticulata,Data Deficient,Squamata,Atractaspididae,5,0,2127
Atractaspis scorteccii,Not Assessed,Squamata,Atractaspididae,5,0,1801
Atractaspis watsoni,Not Assessed,Squamata,Atractaspididae,5,0,0
Atractus acheronius,Data Deficient,Squamata,Colubridae,2,0,0
Atractus albuquerquei,Least Concern,Squamata,Colubridae,2,0,2370
Atractus alphonsehogei,Least Concern,Squamata,Colubridae,2,0,0
Atractus altagratiae,Least Concern,Squamata,Colubridae,2,0,0
Atractus alytogrammus,Not Assessed,Squamata,Colubridae,2,0,0
Atractus andinus,Not Assessed,Squamata,Colubridae,2,0,0
Atractus apophis,Data Deficient,Squamata,Colubridae,2,0,0
Atractus atratus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus attenuates,Not Assessed,Squamata,Colubridae,2,0,0
Atractus avernus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus ayeush,Data Deficient,Squamata,Colubridae,2,0,0
Atractus badius,Least Concern,Squamata,Colubridae,2,0,0
Atractus biseriatus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus bocki,Data Deficient,Squamata,Colubridae,2,0,0
Atractus bocourti,Least Concern,Squamata,Colubridae,2,0,0
Atractus boulengerii,Data Deficient,Squamata,Colubridae,2,0,0
Atractus caete,Endangered,Squamata,Colubridae,2,0,0
Atractus careolepis,Not Assessed,Squamata,Colubridae,2,0,0
Atractus carrioni,Endangered,Squamata,Colubridae,2,0,0
Atractus caxiuana,Not Assessed,Squamata,Colubridae,2,0,0
Atractus charitoae,Data Deficient,Squamata,Colubridae,2,0,0
Atractus chthonius,Data Deficient,Squamata,Colubridae,2,0,0
Atractus clarki,Least Concern,Squamata,Colubridae,2,0,0
Atractus collaris,Least Concern,Squamata,Colubridae,2,0,0
Atractus crassicaudatus,Least Concern,Squamata,Colubridae,2,0,2936
Atractus darienensis,Data Deficient,Squamata,Colubridae,2,0,0
Atractus depressiocellus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus duboisi,Endangered,Squamata,Colubridae,2,0,0
Atractus duidensis,Least Concern,Squamata,Colubridae,2,0,0
Atractus dunni,Near Threatened,Squamata,Colubridae,2,0,0
Atractus echidna,Data Deficient,Squamata,Colubridae,2,0,0
Atractus ecuadorensis,Data Deficient,Squamata,Colubridae,2,0,0
Atractus edioi,Data Deficient,Squamata,Colubridae,2,0,0
Atractus elaps,Least Concern,Squamata,Colubridae,2,0,0
Atractus emigdioi,Least Concern,Squamata,Colubridae,2,0,0
Atractus emmeli,Least Concern,Squamata,Colubridae,2,0,0
Atractus eriki,Data Deficient,Squamata,Colubridae,2,0,0
Atractus erythromelas,Least Concern,Squamata,Colubridae,2,0,0
Atractus favae,Data Deficient,Squamata,Colubridae,2,0,0
Atractus flammigerus,Least Concern,Squamata,Colubridae,2,0,821
Atractus franciscopaivai,Data Deficient,Squamata,Colubridae,2,0,0
Atractus francoi,Not Assessed,Squamata,Colubridae,2,0,0
Atractus fuliginosus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus gaigeae,Least Concern,Squamata,Colubridae,2,0,0
Atractus gigas,Near Threatened,Squamata,Colubridae,2,0,0
Atractus guentheri,Near Threatened,Squamata,Colubridae,2,0,0
Atractus heliobelluomini,Data Deficient,Squamata,Colubridae,2,0,0
Atractus hoogmoedi,Critically Endangered,Squamata,Colubridae,2,0,0
Atractus hostilitractus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus imperfectus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus indistinctus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus insipidus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus iridescens,Least Concern,Squamata,Colubridae,2,0,0
Atractus lancinii,Least Concern,Squamata,Colubridae,2,0,0
Atractus lasallei,Least Concern,Squamata,Colubridae,2,0,0
Atractus latifrons,Least Concern,Squamata,Colubridae,2,0,0
Atractus lehmanni,Data Deficient,Squamata,Colubridae,2,0,0
Atractus loveridgei,Data Deficient,Squamata,Colubridae,2,0,0
Atractus macondo,Data Deficient,Squamata,Colubridae,2,0,0
Atractus maculatus,Not Assessed,Squamata,Colubridae,2,0,0
Atractus major,Least Concern,Squamata,Colubridae,2,0,0
Atractus manizalesensis,Least Concern,Squamata,Colubridae,2,0,0
Atractus mariselae,Least Concern,Squamata,Colubridae,2,0,0
Atractus matthewi,Least Concern,Squamata,Colubridae,2,0,0
Atractus medusa,Data Deficient,Squamata,Colubridae,2,0,0
Atractus melanogaster,Data Deficient,Squamata,Colubridae,2,0,0
Atractus melas,Least Concern,Squamata,Colubridae,2,0,0
Atractus meridensis,Not Assessed,Squamata,Colubridae,2,0,0
Atractus micheleae,Least Concern,Squamata,Colubridae,2,0,0
Atractus microrhynchus,Vulnerable,Squamata,Colubridae,2,0,4
Atractus mijaresi,Data Deficient,Squamata,Colubridae,2,0,0
Atractus modestus,Vulnerable,Squamata,Colubridae,2,0,0
Atractus multicinctus,Least Concern,Squamata,Colubridae,2,0,0
Atractus multidentatus,Critically Endangered,Squamata,Colubridae,3,0,0
Atractus nasutus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus natans,Least Concern,Squamata,Colubridae,2,0,0
Atractus nicefori,Vulnerable,Squamata,Colubridae,2,0,0
Atractus nigricaudus,Least Concern,Squamata,Colubridae,2,0,0
Atractus nigriventris,Data Deficient,Squamata,Colubridae,2,0,0
Atractus obesus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus obtusirostris,Data Deficient,Squamata,Colubridae,2,0,0
Atractus occidentalis,Endangered,Squamata,Colubridae,2,0,0
Atractus occipitoalbus,Near Threatened,Squamata,Colubridae,2,0,0
Atractus ochrosetrus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus oculotemporalis,Data Deficient,Squamata,Colubridae,2,0,0
Atractus orcesi,Least Concern,Squamata,Colubridae,2,0,0
Atractus paisa,Least Concern,Squamata,Colubridae,2,0,0
Atractus pamplonensis,Least Concern,Squamata,Colubridae,2,0,0
Atractus pantostictus,Least Concern,Squamata,Colubridae,2,0,0
Atractus paraguayensis,Least Concern,Squamata,Colubridae,2,0,0
Atractus paucidens,Vulnerable,Squamata,Colubridae,2,0,0
Atractus pauciscutatus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus peruvianus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus poeppigi,Least Concern,Squamata,Colubridae,2,0,0
Atractus potschi,Least Concern,Squamata,Colubridae,2,0,0
Atractus punctiventris,Not Assessed,Squamata,Colubridae,2,0,0
Atractus resplendens,Data Deficient,Squamata,Colubridae,2,0,0
Atractus reticulatus,Least Concern,Squamata,Colubridae,2,0,0
Atractus riveroi,Least Concern,Squamata,Colubridae,2,0,0
Atractus ronnie,Endangered,Squamata,Colubridae,2,0,0
Atractus roulei,Vulnerable,Squamata,Colubridae,2,0,0
Atractus sanctaemartae,Least Concern,Squamata,Colubridae,2,0,0
Atractus sanguineus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus savagei,Not Assessed,Squamata,Colubridae,2,0,0
Atractus schach,Least Concern,Squamata,Colubridae,2,0,0
Atractus serranus,Vulnerable,Squamata,Colubridae,2,0,0
Atractus snethlageae,Least Concern,Squamata,Colubridae,2,0,0
Atractus spinalis,Not Assessed,Squamata,Colubridae,2,0,0
Atractus steyermarki,Least Concern,Squamata,Colubridae,2,0,0
Atractus surucucu,Least Concern,Squamata,Colubridae,2,0,0
Atractus tamaensis,Data Deficient,Squamata,Colubridae,2,0,0
Atractus tamessari,Least Concern,Squamata,Colubridae,2,0,0
Atractus taphorni,Not Assessed,Squamata,Colubridae,2,0,0
Atractus thalesdelemai,Not Assessed,Squamata,Colubridae,2,0,0
Atractus titanicus,Least Concern,Squamata,Colubridae,2,0,0
Atractus torquatus,Least Concern,Squamata,Colubridae,2,0,0
Atractus touzeti,Data Deficient,Squamata,Colubridae,2,0,0
Atractus trihedrurus,Least Concern,Squamata,Colubridae,1,0,0
Atractus trilineatus,Least Concern,Squamata,Colubridae,2,0,4195
Atractus trivittatus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus turikensis,Least Concern,Squamata,Colubridae,2,0,0
Atractus typhon,Data Deficient,Squamata,Colubridae,2,0,0
Atractus variegatus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus ventrimaculatus,Least Concern,Squamata,Colubridae,2,0,0
Atractus vertebralis,Data Deficient,Squamata,Colubridae,2,0,0
Atractus vertebrolineatus,Data Deficient,Squamata,Colubridae,2,0,0
Atractus vittatus,Least Concern,Squamata,Colubridae,2,0,0
Atractus wagleri,Least Concern,Squamata,Colubridae,2,0,0
Atractus werneri,Least Concern,Squamata,Colubridae,2,0,0
Atractus zebrinus,Not Assessed,Squamata,Colubridae,0,0,0
Atractus zidoki,Least Concern,Squamata,Colubridae,2,0,0
Atretium schistosum,Least Concern,Squamata,Colubridae,14,0,3619
Atretium yunnanensis,Least Concern,Squamata,Colubridae,9,0,0
Atropoides indomitus,Endangered,Squamata,Viperidae,1,0,0
Atropoides mexicanus,Least Concern,Squamata,Viperidae,1,0,861
Atropoides nummifer,Least Concern,Squamata,Viperidae,1,0,1189
Atropoides occiduus,Least Concern,Squamata,Viperidae,4,0,300
Atropoides olmec,Least Concern,Squamata,Viperidae,4,0,499
Atropoides picadoi,Least Concern,Squamata,Viperidae,14,0,37687
Aurivela longicauda,Least Concern,Squamata,Teiidae,12,0,448
Aurivela tergolaevigata,Least Concern,Squamata,Teiidae,12,0,299
Australolacerta australis,Least Concern,Squamata,Lacertidae,53,0,1022
Austrelaps labialis,Least Concern,Squamata,Elapidae,2,0,8470
Austrelaps ramsayi,Least Concern,Squamata,Elapidae,2,0,10575
Austrelaps superbus,Least Concern,Squamata,Elapidae,2,0,56166
Austroablepharus barrylyoni,Not Assessed,Squamata,Scincidae,3,0,126
Austroablepharus kinghorni,Not Assessed,Squamata,Scincidae,4,0,125
Austroablepharus naranjicaudus,Not Assessed,Squamata,Scincidae,4,0,136
Azemiops feae,Least Concern,Squamata,Viperidae,22,0,21271
Azemiops kharini,Not Assessed,Squamata,Viperidae,17,0,0
Bachia alleni,Not Assessed,Squamata,Gymnophthalmidae,7,0,284
Bachia barbouri,Data Deficient,Squamata,Gymnophthalmidae,4,0,277
Bachia beebei,Data Deficient,Squamata,Gymnophthalmidae,7,0,309
Bachia bicolor,Least Concern,Squamata,Gymnophthalmidae,6,0,600
Bachia blairi,Near Threatened,Squamata,Gymnophthalmidae,7,0,178
Bachia bresslaui,Vulnerable,Squamata,Gymnophthalmidae,20,0,272
Bachia cacerensis,Data Deficient,Squamata,Gymnophthalmidae,9,0,250
Bachia didactyla,Not Assessed,Squamata,Gymnophthalmidae,8,0,176
Bachia dorbignyi,Least Concern,Squamata,Gymnophthalmidae,16,0,272
Bachia flavescens,Least Concern,Squamata,Gymnophthalmidae,21,0,357
Bachia geralista,Not Assessed,Squamata,Gymnophthalmidae,9,0,178
Bachia guianensis,Least Concern,Squamata,Gymnophthalmidae,9,0,192
Bachia heteropa,Least Concern,Squamata,Gymnophthalmidae,6,0,3167
Bachia huallagana,Least Concern,Squamata,Gymnophthalmidae,3,0,174
Bachia intermedia,Data Deficient,Squamata,Gymnophthalmidae,4,0,206
Bachia lineata,Data Deficient,Squamata,Gymnophthalmidae,7,0,154
Bachia marcelae,Data Deficient,Squamata,Gymnophthalmidae,6,0,168
Bachia micromela,Not Assessed,Squamata,Gymnophthalmidae,9,0,136
Bachia oxyrhina,Least Concern,Squamata,Gymnophthalmidae,9,0,170
Bachia pallidiceps,Data Deficient,Squamata,Gymnophthalmidae,9,0,168
Bachia panoplia,Least Concern,Squamata,Gymnophthalmidae,11,0,229
Bachia peruana,Least Concern,Squamata,Gymnophthalmidae,8,0,177
Bachia psamophila,Not Assessed,Squamata,Gymnophthalmidae,9,0,213
Bachia pyburni,Least Concern,Squamata,Gymnophthalmidae,9,0,197
Bachia scaea,Not Assessed,Squamata,Gymnophthalmidae,9,0,366
Bachia scolecoides,Least Concern,Squamata,Gymnophthalmidae,3,0,559
Bachia talpa,Least Concern,Squamata,Gymnophthalmidae,9,0,729
Bachia trinitatis,Least Concern,Squamata,Gymnophthalmidae,7,0,495
Bachia trisanale,Least Concern,Squamata,Gymnophthalmidae,10,0,243
Bachia whitei,Data Deficient,Squamata,Gymnophthalmidae,7,0,346
Baikia africana,Data Deficient,Squamata,Amphisbaenidae,18,0,514
Bamanophis dorri,Least Concern,Squamata,Colubridae,15,0,1159
Barisia ciliaris,Not Assessed,Squamata,Anguidae,4,0,0
Barisia herrerae,Endangered,Squamata,Anguidae,4,0,0
Barisia imbricata,Least Concern,Squamata,Anguidae,5,0,0
Barisia jonesi,Not Assessed,Squamata,Anguidae,4,0,0
Barisia levicollis,Data Deficient,Squamata,Anguidae,7,0,0
Barisia planifrons,Not Assessed,Squamata,Anguidae,4,0,0
Barisia rudicollis,Endangered,Squamata,Anguidae,4,0,0
Barkudia insularis,Critically Endangered,Squamata,Scincidae,13,0,16350
Barkudia melanosticta,Data Deficient,Squamata,Scincidae,25,0,1732
Basiliscus basiliscus,Least Concern,Squamata,Corytophanidae,8,0,311800
Basiliscus galeritus,Least Concern,Squamata,Corytophanidae,27,0,11250
Basiliscus plumifrons,Least Concern,Squamata,Corytophanidae,8,0,97099
Basiliscus vittatus,Least Concern,Squamata,Corytophanidae,20,0,76759
Batagur affinis,Critically Endangered,Testudines,Geoemydidae,17,0,31916
Batagur baska,Critically Endangered,Testudines,Geoemydidae,17,0,90592
Batagur borneoensis,Critically Endangered,Testudines,Geoemydidae,17,0,45656
Batagur dhongoka,Critically Endangered,Testudines,Geoemydidae,18,0,10702
Batagur kachuga,Critically Endangered,Testudines,Geoemydidae,17,1,39744
Batagur trivittata,Critically Endangered,Testudines,Geoemydidae,17,0,17096
Bavayia crassicollis,Data Deficient,Squamata,Diplodactylidae,9,0,1040
Bavayia cyclura,Data Deficient,Squamata,Diplodactylidae,6,0,1841
Bavayia exsuccida,Endangered,Squamata,Diplodactylidae,7,0,1082
Bavayia geitaina,Near Threatened,Squamata,Diplodactylidae,9,0,736
Bavayia goroensis,Endangered,Squamata,Diplodactylidae,5,0,964
Bavayia montana,Data Deficient,Squamata,Diplodactylidae,12,0,649
Bavayia nubila,Not Assessed,Squamata,Diplodactylidae,13,0,1103
Bavayia ornata,Endangered,Squamata,Diplodactylidae,15,0,892
Bavayia pulchella,Near Threatened,Squamata,Diplodactylidae,7,0,782
Bavayia robusta,Near Threatened,Squamata,Diplodactylidae,7,0,993
Bavayia sauvagii,Data Deficient,Squamata,Diplodactylidae,5,0,982
Bavayia septuiclavis,Near Threatened,Squamata,Diplodactylidae,17,0,787
Bellatorias frerei,Least Concern,Squamata,Scincidae,9,0,1938
Bellatorias major,Least Concern,Squamata,Scincidae,9,0,15970
Bellatorias obiri,Critically Endangered,Squamata,Scincidae,5,0,604
Bipes biporus,Least Concern,Squamata,Bipedidae,34,0,147959
Bipes canaliculatus,Least Concern,Squamata,Bipedidae,34,0,689
Bipes tridactylus,Least Concern,Squamata,Bipedidae,51,0,343
Bitia hydroides,Least Concern,Squamata,Homalopsidae,18,0,1644
Bitis albanica,Endangered,Squamata,Viperidae,6,0,6464
Bitis arietans,Not Assessed,Squamata,Viperidae,24,1,275422
Bitis armata,Vulnerable,Squamata,Viperidae,3,0,918
Bitis atropos,Least Concern,Squamata,Viperidae,7,0,6723
Bitis caudalis,Not Assessed,Squamata,Viperidae,3,1,9675
Bitis cornuta,Not Assessed,Squamata,Viperidae,4,0,11055
Bitis gabonica,Not Assessed,Squamata,Viperidae,5,0,813432
Bitis harenna,Not Assessed,Squamata,Viperidae,5,0,0
Bitis heraldica,Not Assessed,Squamata,Viperidae,6,0,8654
Bitis inornata,Data Deficient,Squamata,Viperidae,6,0,7740
Bitis nasicornis,Not Assessed,Squamata,Viperidae,7,0,173431
Bitis parviocula,Not Assessed,Squamata,Viperidae,12,0,26177
Bitis peringueyi,Least Concern,Squamata,Viperidae,6,0,52837
Bitis rhinoceros,Least Concern,Squamata,Viperidae,6,0,19222
Bitis rubida,Least Concern,Squamata,Viperidae,4,0,4082
Bitis schneideri,Least Concern,Squamata,Viperidae,3,0,19658
Bitis worthingtoni,Vulnerable,Squamata,Viperidae,21,0,7980
Bitis xeropaga,Not Assessed,Squamata,Viperidae,10,0,8426
Blaesodactylus ambonihazo,Data Deficient,Squamata,Gekkonidae,3,0,884
Blaesodactylus antongilensis,Least Concern,Squamata,Gekkonidae,5,0,943
Blaesodactylus boivini,Vulnerable,Squamata,Gekkonidae,23,0,3513
Blaesodactylus microtuberculatus,Not Assessed,Squamata,Gekkonidae,5,0,580
