binom,redlistCategory,orderName,familyName,ED,num.studies,page_views.x
Hemidactylus smithi,Data Deficient,Squamata,Gekkonidae,11,0,325
Hemidactylus somalicus,Not Assessed,Squamata,Gekkonidae,6,0,325
Hemidactylus squamulatus,Least Concern,Squamata,Gekkonidae,7,0,537
Hemidactylus stejnegeri,Least Concern,Squamata,Gekkonidae,6,0,730
Hemidactylus sushilduttai,Not Assessed,Squamata,Gekkonidae,6,0,62
Hemidactylus tanganicus,Data Deficient,Squamata,Gekkonidae,6,0,550
Hemidactylus tasmani,Least Concern,Squamata,Gekkonidae,6,0,518
Hemidactylus taylori,Not Assessed,Squamata,Gekkonidae,5,0,383
Hemidactylus tenkatei,Not Assessed,Squamata,Gekkonidae,7,0,691
Hemidactylus thayene,Least Concern,Squamata,Gekkonidae,7,0,505
Hemidactylus treutleri,Least Concern,Squamata,Gekkonidae,6,0,257
Hemidactylus triedrus,Not Assessed,Squamata,Gekkonidae,10,0,8550
Hemidactylus tropidolepis,Not Assessed,Squamata,Gekkonidae,5,0,568
Hemidactylus turcicus,Least Concern,Squamata,Gekkonidae,7,0,377396
Hemidactylus ulii,Not Assessed,Squamata,Gekkonidae,9,0,581
Hemidactylus vanam,Not Assessed,Squamata,Gekkonidae,6,0,609
Hemidactylus varadgirii,Not Assessed,Squamata,Gekkonidae,6,0,241
Hemidactylus vietnamensis,Least Concern,Squamata,Gekkonidae,7,0,977
Hemidactylus vijayraghavani,Not Assessed,Squamata,Gekkonidae,6,0,345
Hemidactylus whitakeri,Not Assessed,Squamata,Gekkonidae,6,0,278
Hemidactylus yajurvedi,Not Assessed,Squamata,Gekkonidae,6,0,408
Hemidactylus yerburii,Not Assessed,Squamata,Gekkonidae,9,0,66
Hemiergis decresiensis,Least Concern,Squamata,Scincidae,9,0,2074
Hemiergis gracilipes,Least Concern,Squamata,Scincidae,19,0,56
Hemiergis initialis,Least Concern,Squamata,Scincidae,18,4,53
Hemiergis millewae,Least Concern,Squamata,Scincidae,17,0,49
Hemiergis peronii,Least Concern,Squamata,Scincidae,5,0,2165
Hemiergis quadrilineata,Not Assessed,Squamata,Scincidae,5,1,2448
Hemiergis talbingoensis,Least Concern,Squamata,Scincidae,9,1,68
Hemiphyllodactylus arakuensis,Not Assessed,Squamata,Gekkonidae,7,0,333
Hemiphyllodactylus aurantiacus,Least Concern,Squamata,Gekkonidae,17,0,502
Hemiphyllodactylus banaensis,Least Concern,Squamata,Gekkonidae,6,0,515
Hemiphyllodactylus bintik,Least Concern,Squamata,Gekkonidae,7,0,426
Hemiphyllodactylus changningensis,Not Assessed,Squamata,Gekkonidae,6,0,701
Hemiphyllodactylus chiangmaiensis,Least Concern,Squamata,Gekkonidae,7,0,409
Hemiphyllodactylus cicak,Vulnerable,Squamata,Gekkonidae,6,0,511
Hemiphyllodactylus engganoensis,Not Assessed,Squamata,Gekkonidae,6,0,209
Hemiphyllodactylus ganoklonis,Least Concern,Squamata,Gekkonidae,14,0,416
Hemiphyllodactylus harterti,Near Threatened,Squamata,Gekkonidae,19,0,384
Hemiphyllodactylus hongkongensis,Not Assessed,Squamata,Gekkonidae,7,0,331
Hemiphyllodactylus huishuiensis,Not Assessed,Squamata,Gekkonidae,7,0,349
Hemiphyllodactylus insularis,Data Deficient,Squamata,Gekkonidae,10,0,477
Hemiphyllodactylus jnana,Not Assessed,Squamata,Gekkonidae,7,0,246
Hemiphyllodactylus kiziriani,Least Concern,Squamata,Gekkonidae,12,0,433
Hemiphyllodactylus kolliensis,Not Assessed,Squamata,Gekkonidae,7,0,427
Hemiphyllodactylus larutensis,Data Deficient,Squamata,Gekkonidae,4,0,194
Hemiphyllodactylus margarethae,Not Assessed,Squamata,Gekkonidae,6,0,331
Hemiphyllodactylus tehtarik,Least Concern,Squamata,Gekkonidae,4,0,599
Hemiphyllodactylus titiwangsaensis,Endangered,Squamata,Gekkonidae,13,0,226
Hemiphyllodactylus typus,Not Assessed,Squamata,Gekkonidae,11,0,10148
Hemiphyllodactylus yunnanensis,Least Concern,Squamata,Gekkonidae,19,0,644
Hemiphyllodactylus zugi,Data Deficient,Squamata,Gekkonidae,11,0,96
Hemirhagerrhis hildebrandtii,Least Concern,Squamata,Psammophiidae,9,0,0
Hemirhagerrhis kelleri,Not Assessed,Squamata,Psammophiidae,9,0,0
Hemirhagerrhis nototaenia,Not Assessed,Squamata,Psammophiidae,6,0,0
Hemirhagerrhis viperina,Least Concern,Squamata,Psammophiidae,9,0,0
Hemitheconyx caudicinctus,Least Concern,Squamata,Eublepharidae,43,0,91614
Hemitheconyx taylori,Not Assessed,Squamata,Eublepharidae,39,0,2909
Hemorrhois algirus,Least Concern,Squamata,Colubridae,8,0,0
Hemorrhois hippocrepis,Least Concern,Squamata,Colubridae,8,1,42971
Hemorrhois nummifer,Least Concern,Squamata,Colubridae,6,0,26521
Hemorrhois ravergieri,Least Concern,Squamata,Colubridae,6,0,14554
Heosemys annandalii,Endangered,Testudines,Geoemydidae,16,0,11412
Heosemys depressa,Critically Endangered,Testudines,Geoemydidae,13,1,67178
Heosemys grandis,Vulnerable,Testudines,Geoemydidae,17,0,19969
Heosemys spinosa,Endangered,Testudines,Geoemydidae,20,0,48602
Heremites auratus,Least Concern,Squamata,Scincidae,19,0,1557
Heremites septemtaeniatus,Least Concern,Squamata,Scincidae,5,0,147
Heremites vittatus,Least Concern,Squamata,Scincidae,19,0,3618
Herpetoreas burbrinki,Not Assessed,Squamata,Colubridae,17,0,0
Herpetoreas platyceps,Not Assessed,Squamata,Colubridae,17,0,3545
Herpetoreas sieboldii,Data Deficient,Squamata,Colubridae,12,0,2599
Hesperoedura reticulata,Least Concern,Squamata,Diplodactylidae,33,0,480
Heterodactylus imbricatus,Least Concern,Squamata,Gymnophthalmidae,7,1,282
Heterodactylus lundii,Not Assessed,Squamata,Gymnophthalmidae,5,0,275
Heterodactylus septentrionalis,Not Assessed,Squamata,Gymnophthalmidae,5,0,124
Heterodon kennerlyi,Not Assessed,Squamata,Colubridae,7,0,0
Heterodon nasicus,Least Concern,Squamata,Colubridae,7,1,244448
Heterodon platirhinos,Least Concern,Squamata,Colubridae,9,2,391462
Heterodon simus,Vulnerable,Squamata,Colubridae,8,0,79967
Heteroliodon fohy,Endangered,Squamata,Pseudoxyrhophiidae,11,0,0
Heteroliodon lava,Near Threatened,Squamata,Pseudoxyrhophiidae,8,0,0
Heteroliodon occipitalis,Least Concern,Squamata,Pseudoxyrhophiidae,14,0,0
Heteronotia atra,Least Concern,Squamata,Gekkonidae,7,0,342
Heteronotia binoei,Least Concern,Squamata,Gekkonidae,12,4,16324
Heteronotia fasciolata,Not Assessed,Squamata,Gekkonidae,2,0,265
Heteronotia planiceps,Least Concern,Squamata,Gekkonidae,10,0,517
Heteronotia spelea,Least Concern,Squamata,Gekkonidae,2,0,608
Heurnia ventromaculata,Data Deficient,Squamata,Homalopsidae,9,0,0
Hierophis andreanus,Not Assessed,Squamata,Colubridae,8,0,2180
Hierophis gemonensis,Least Concern,Squamata,Colubridae,6,0,30290
Hierophis viridiflavus,Least Concern,Squamata,Colubridae,6,0,74643
Holaspis guentheri,Not Assessed,Squamata,Lacertidae,32,0,1144
Holaspis laevis,Not Assessed,Squamata,Lacertidae,31,0,735
Holbrookia approximans,Not Assessed,Squamata,Phrynosomatidae,4,0,341
Holbrookia elegans,Least Concern,Squamata,Phrynosomatidae,9,0,951
Holbrookia lacerata,Near Threatened,Squamata,Phrynosomatidae,15,0,5078
Holbrookia maculata,Least Concern,Squamata,Phrynosomatidae,7,0,16600
Holbrookia propinqua,Least Concern,Squamata,Phrynosomatidae,7,0,3145
Holcosus anomalus,Least Concern,Squamata,Teiidae,7,0,251
Holcosus bridgesii,Least Concern,Squamata,Teiidae,8,0,305
Holcosus chaitzami,Data Deficient,Squamata,Teiidae,8,0,321
Holcosus festivus,Least Concern,Squamata,Teiidae,1,0,3429
Holcosus leptophrys,Least Concern,Squamata,Teiidae,8,0,920
Holcosus niceforoi,Least Concern,Squamata,Teiidae,9,0,196
Holcosus orcesi,Critically Endangered,Squamata,Teiidae,7,0,283
Holcosus quadrilineatus,Least Concern,Squamata,Teiidae,1,0,1597
Holcosus septemlineatus,Least Concern,Squamata,Teiidae,8,0,337
Holcosus undulatus,Least Concern,Squamata,Teiidae,10,0,1429
Holodactylus africanus,Not Assessed,Squamata,Eublepharidae,32,0,2405
Holodactylus cornii,Not Assessed,Squamata,Eublepharidae,31,0,344
Hologerrhum dermali,Endangered,Squamata,Cyclocoridae,5,0,926
Hologerrhum philippinum,Least Concern,Squamata,Cyclocoridae,11,0,864
Homalophis doriae,Least Concern,Squamata,Homalopsidae,7,0,0
Homalophis gyii,Data Deficient,Squamata,Homalopsidae,5,0,6623
Homalopsis buccata,Least Concern,Squamata,Homalopsidae,5,0,23450
Homalopsis hardwickii,Not Assessed,Squamata,Homalopsidae,5,0,0
Homalopsis mereljcoxi,Not Assessed,Squamata,Homalopsidae,5,0,0
Homalopsis nigroventralis,Least Concern,Squamata,Homalopsidae,5,0,0
Homalopsis semizonata,Not Assessed,Squamata,Homalopsidae,5,0,0
Homonota andicola,Least Concern,Squamata,Phyllodactylidae,5,0,282
Homonota borellii,Least Concern,Squamata,Phyllodactylidae,11,0,300
Homonota darwinii,Least Concern,Squamata,Phyllodactylidae,13,0,529
Homonota fasciata,Least Concern,Squamata,Phyllodactylidae,18,0,899
Homonota rupicola,Critically Endangered,Squamata,Phyllodactylidae,8,0,301
Homonota taragui,Critically Endangered,Squamata,Phyllodactylidae,8,0,581
Homonota underwoodi,Least Concern,Squamata,Phyllodactylidae,18,0,369
Homonota uruguayensis,Not Assessed,Squamata,Phyllodactylidae,11,0,379
Homonota whitii,Least Concern,Squamata,Phyllodactylidae,5,0,467
Homonota williamsii,Not Assessed,Squamata,Phyllodactylidae,7,0,298
Homopholis arnoldi,Not Assessed,Squamata,Gekkonidae,13,0,409
Homopholis fasciata,Not Assessed,Squamata,Gekkonidae,26,0,4325
Homopholis mulleri,Least Concern,Squamata,Gekkonidae,13,0,566
Homopholis walbergii,Not Assessed,Squamata,Gekkonidae,13,0,5863
Homopus areolatus,Least Concern,Testudines,Testudinidae,20,1,18533
Homopus femoralis,Least Concern,Testudines,Testudinidae,20,0,8003
Homoroselaps dorsalis,Least Concern,Squamata,Atractaspididae,5,0,4893
Homoroselaps lacteus,Least Concern,Squamata,Atractaspididae,5,0,0
Hoplocephalus bitorquatus,Least Concern,Squamata,Elapidae,4,0,29
Hoplocephalus bungaroides,Vulnerable,Squamata,Elapidae,4,4,24313
Hoplocephalus stephensii,Near Threatened,Squamata,Elapidae,3,0,0
Hoplocercus spinosus,Not Assessed,Squamata,Hoplocercidae,24,0,0
Hoplodactylus duvaucelii,Near Threatened,Squamata,Diplodactylidae,17,3,13014
Hormonotus modestus,Not Assessed,Squamata,Lamprophiidae,18,0,5640
Hyalosaurus koellikeri,Least Concern,Squamata,Anguidae,20,0,2776
Hydrablabes periops,Least Concern,Squamata,Colubridae,7,0,0
Hydrablabes praefrontalis,Data Deficient,Squamata,Colubridae,4,0,0
Hydraethiops laevis,Not Assessed,Squamata,Colubridae,8,0,0
Hydraethiops melanogaster,Not Assessed,Squamata,Colubridae,8,0,0
Hydrelaps darwiniensis,Least Concern,Squamata,Elapidae,12,0,5625
Hydrodynastes bicinctus,Least Concern,Squamata,Colubridae,5,0,0
Hydrodynastes gigas,Not Assessed,Squamata,Colubridae,4,0,132235
Hydrodynastes melanogigas,Endangered,Squamata,Colubridae,5,0,0
Hydromedusa maximiliani,Vulnerable,Testudines,Chelidae,49,0,6694
Hydromedusa tectifera,Not Assessed,Testudines,Chelidae,48,0,13191
Hydromorphus concolor,Least Concern,Squamata,Colubridae,5,0,0
Hydromorphus dunni,Data Deficient,Squamata,Colubridae,3,0,0
Hydrophis annandalei,Not Assessed,Squamata,Elapidae,7,0,1975
Hydrophis anomalus,Not Assessed,Squamata,Elapidae,8,0,696
Hydrophis atriceps,Least Concern,Squamata,Elapidae,2,0,849
Hydrophis belcheri,Data Deficient,Squamata,Elapidae,3,0,263392
Hydrophis bituberculatus,Data Deficient,Squamata,Elapidae,2,0,4160
Hydrophis brookii,Least Concern,Squamata,Elapidae,2,0,0
Hydrophis caerulescens,Least Concern,Squamata,Elapidae,2,0,5296
Hydrophis cantoris,Data Deficient,Squamata,Elapidae,2,0,3549
Hydrophis coggeri,Least Concern,Squamata,Elapidae,1,0,451
Hydrophis curtus,Least Concern,Squamata,Elapidae,5,0,3274
Hydrophis cyanocinctus,Least Concern,Squamata,Elapidae,0,0,26099
Hydrophis czeblukovi,Data Deficient,Squamata,Elapidae,4,0,186
Hydrophis donaldi,Not Assessed,Squamata,Elapidae,5,0,6455
Hydrophis elegans,Least Concern,Squamata,Elapidae,5,3,9358
Hydrophis fasciatus,Least Concern,Squamata,Elapidae,2,0,6045
Hydrophis gracilis,Least Concern,Squamata,Elapidae,10,0,3598
Hydrophis hardwickii,Not Assessed,Squamata,Elapidae,3,2,8587
Hydrophis hendersoni,Not Assessed,Squamata,Elapidae,2,0,0
Hydrophis inornatus,Data Deficient,Squamata,Elapidae,3,0,3811
Hydrophis jerdonii,Not Assessed,Squamata,Elapidae,4,0,1445
Hydrophis kingii,Least Concern,Squamata,Elapidae,5,1,174
Hydrophis klossi,Data Deficient,Squamata,Elapidae,2,0,4090
Hydrophis laboutei,Data Deficient,Squamata,Elapidae,2,0,0
Hydrophis lamberti,Least Concern,Squamata,Elapidae,2,0,148
Hydrophis lapemoides,Least Concern,Squamata,Elapidae,4,0,11286
Hydrophis macdowelli,Least Concern,Squamata,Elapidae,4,1,119
Hydrophis major,Least Concern,Squamata,Elapidae,4,2,1488
Hydrophis mamillaris,Data Deficient,Squamata,Elapidae,2,0,3500
Hydrophis melanocephalus,Data Deficient,Squamata,Elapidae,1,0,9900
Hydrophis melanosoma,Data Deficient,Squamata,Elapidae,2,0,253
Hydrophis nigrocinctus,Data Deficient,Squamata,Elapidae,2,0,2200
Hydrophis obscurus,Least Concern,Squamata,Elapidae,5,0,3250
Hydrophis ocellatus,Least Concern,Squamata,Elapidae,3,0,621
Hydrophis ornatus,Least Concern,Squamata,Elapidae,2,2,21869
Hydrophis pachycercos,Data Deficient,Squamata,Elapidae,3,0,0
Hydrophis pacificus,Near Threatened,Squamata,Elapidae,2,1,159
Hydrophis parviceps,Data Deficient,Squamata,Elapidae,1,0,225
Hydrophis peronii,Least Concern,Squamata,Elapidae,2,1,5976
Hydrophis platurus,Least Concern,Squamata,Elapidae,6,0,195700
Hydrophis schistosus,Least Concern,Squamata,Elapidae,2,1,130330
Hydrophis semperi,Vulnerable,Squamata,Elapidae,0,0,27811
Hydrophis sibauensis,Data Deficient,Squamata,Elapidae,2,0,0
Hydrophis spiralis,Least Concern,Squamata,Elapidae,4,0,25934
Hydrophis stokesii,Least Concern,Squamata,Elapidae,5,1,9698
Hydrophis stricticollis,Data Deficient,Squamata,Elapidae,5,0,3501
Hydrophis torquatus,Data Deficient,Squamata,Elapidae,2,0,0
Hydrophis viperinus,Least Concern,Squamata,Elapidae,5,0,7117
Hydrophis vorisi,Data Deficient,Squamata,Elapidae,2,0,294
Hydrophis zweifeli,Data Deficient,Squamata,Elapidae,2,0,0
Hydrops caesurus,Least Concern,Squamata,Colubridae,3,0,0
Hydrops martii,Least Concern,Squamata,Colubridae,3,0,0
Hydrops triangularis,Least Concern,Squamata,Colubridae,3,0,5298
Hydrosaurus amboinensis,Not Assessed,Squamata,Agamidae,11,0,26784
Hydrosaurus pustulatus,Vulnerable,Squamata,Agamidae,9,0,71199
Hydrosaurus weberi,Not Assessed,Squamata,Agamidae,9,0,13830
Hypnale hypnale,Not Assessed,Squamata,Viperidae,12,0,61213
Hypnale nepa,Least Concern,Squamata,Viperidae,15,0,5552
Hypnale zara,Not Assessed,Squamata,Viperidae,12,0,4615
Hypoptophis wilsonii,Not Assessed,Squamata,Atractaspididae,8,0,0
Hypsicalotes kinabaluensis,Data Deficient,Squamata,Agamidae,14,0,2825
Hypsiglena affinis,Not Assessed,Squamata,Colubridae,2,0,0
Hypsiglena catalinae,Not Assessed,Squamata,Colubridae,3,0,0
Hypsiglena chlorophaea,Least Concern,Squamata,Colubridae,5,0,0
Hypsiglena jani,Least Concern,Squamata,Colubridae,6,0,6706
Hypsiglena ochrorhynchus,Not Assessed,Squamata,Colubridae,4,0,0
Hypsiglena slevini,Least Concern,Squamata,Colubridae,7,0,0
Hypsiglena tanzeri,Data Deficient,Squamata,Colubridae,10,0,0
Hypsiglena torquata,Least Concern,Squamata,Colubridae,2,0,86355
Hypsiglena unaocularus,Not Assessed,Squamata,Colubridae,3,0,4556
Hypsilurus auritus,Least Concern,Squamata,Agamidae,8,0,0
Hypsilurus binotatus,Least Concern,Squamata,Agamidae,8,0,0
Hypsilurus bruijnii,Data Deficient,Squamata,Agamidae,9,0,0
Hypsilurus capreolatus,Least Concern,Squamata,Agamidae,8,0,0
Hypsilurus geelvinkianus,Least Concern,Squamata,Agamidae,8,0,0
Hypsilurus godeffroyi,Data Deficient,Squamata,Agamidae,8,0,0
Hypsilurus hikidanus,Least Concern,Squamata,Agamidae,8,0,0
Hypsilurus longi,Least Concern,Squamata,Agamidae,7,0,0
Hypsilurus macrolepis,Near Threatened,Squamata,Agamidae,8,0,0
Hypsilurus magnus,Least Concern,Squamata,Agamidae,7,0,0
Hypsilurus modestus,Least Concern,Squamata,Agamidae,15,0,0
Hypsilurus nigrigularis,Data Deficient,Squamata,Agamidae,9,0,521
Hypsilurus ornatus,Data Deficient,Squamata,Agamidae,8,0,0
Hypsilurus papuensis,Least Concern,Squamata,Agamidae,11,0,0
Hypsilurus schoedei,Least Concern,Squamata,Agamidae,8,0,0
Hypsilurus schultzewestrumi,Least Concern,Squamata,Agamidae,8,0,0
Hypsilurus tenuicephalus,Data Deficient,Squamata,Agamidae,8,0,0
Hypsirhynchus ater,Critically Endangered,Squamata,Colubridae,2,0,0
Hypsirhynchus callilaemus,Least Concern,Squamata,Colubridae,4,0,0
Hypsirhynchus ferox,Least Concern,Squamata,Colubridae,2,0,0
Hypsirhynchus funereus,Least Concern,Squamata,Colubridae,3,0,0
Hypsirhynchus melanichnus,Critically Endangered,Squamata,Colubridae,2,0,0
Hypsirhynchus parvifrons,Least Concern,Squamata,Colubridae,6,0,0
Hypsirhynchus polylepis,Endangered,Squamata,Colubridae,1,0,0
Hypsirhynchus scalaris,Vulnerable,Squamata,Colubridae,2,0,0
Hypsiscopus matannensis,Data Deficient,Squamata,Homalopsidae,15,0,0
Hypsiscopus plumbea,Least Concern,Squamata,Homalopsidae,17,0,25385
Ialtris agyrtes,Endangered,Squamata,Colubridae,4,0,0
Ialtris dorsalis,Near Threatened,Squamata,Colubridae,6,0,0
Ialtris haetianus,Vulnerable,Squamata,Colubridae,6,0,0
Ialtris parishi,Critically Endangered,Squamata,Colubridae,3,0,0
Iberolacerta aranica,Endangered,Squamata,Lacertidae,5,0,4979
Iberolacerta aurelioi,Endangered,Squamata,Lacertidae,7,0,1806
Iberolacerta bonnali,Near Threatened,Squamata,Lacertidae,8,0,2596
Iberolacerta cyreni,Endangered,Squamata,Lacertidae,5,0,3244
Iberolacerta galani,Near Threatened,Squamata,Lacertidae,8,0,825
Iberolacerta horvathi,Near Threatened,Squamata,Lacertidae,20,0,3297
Iberolacerta martinezricai,Critically Endangered,Squamata,Lacertidae,5,0,2690
Iberolacerta monticola,Vulnerable,Squamata,Lacertidae,6,0,6368
Ichnotropis bivittata,Not Assessed,Squamata,Lacertidae,16,0,370
Ichnotropis capensis,Not Assessed,Squamata,Lacertidae,15,0,2295
Ichnotropis chapini,Not Assessed,Squamata,Lacertidae,13,0,271
Ichnotropis grandiceps,Least Concern,Squamata,Lacertidae,13,0,1251
Ichnotropis microlepidota,Data Deficient,Squamata,Lacertidae,14,0,1400
Ichnotropis tanganicana,Data Deficient,Squamata,Lacertidae,13,0,307
Iguana delicatissima,Critically Endangered,Squamata,Iguanidae,7,2,61167
Iguana iguana,Least Concern,Squamata,Iguanidae,11,0,990506
Iguanognathus werneri,Data Deficient,Squamata,Colubridae,10,0,1748
Imantodes cenchoa,Least Concern,Squamata,Colubridae,6,0,68600
Imantodes chocoensis,Least Concern,Squamata,Colubridae,3,0,0
Imantodes gemmistratus,Least Concern,Squamata,Colubridae,7,0,5818
Imantodes guane,Not Assessed,Squamata,Colubridae,3,0,0
Imantodes inornatus,Least Concern,Squamata,Colubridae,13,0,0
Imantodes lentiferus,Least Concern,Squamata,Colubridae,3,0,2133
Imantodes phantasma,Data Deficient,Squamata,Colubridae,3,0,0
Imantodes tenuissimus,Least Concern,Squamata,Colubridae,2,0,1652
Indotestudo elongata,Critically Endangered,Testudines,Testudinidae,8,0,48057
Indotestudo forstenii,Endangered,Testudines,Testudinidae,12,0,13587
Indotestudo travancorica,Vulnerable,Testudines,Testudinidae,15,0,14764
Indotyphlops ahsanai,Not Assessed,Squamata,Typhlopidae,6,0,647
Indotyphlops albiceps,Least Concern,Squamata,Typhlopidae,7,0,464
Indotyphlops braminus,Not Assessed,Squamata,Typhlopidae,5,1,387654
Indotyphlops exiguus,Data Deficient,Squamata,Typhlopidae,6,0,412
Indotyphlops filiformis,Data Deficient,Squamata,Typhlopidae,6,0,0
Indotyphlops jerdoni,Not Assessed,Squamata,Typhlopidae,6,0,502
Indotyphlops lankaensis,Not Assessed,Squamata,Typhlopidae,6,0,470
Indotyphlops lazelli,Critically Endangered,Squamata,Typhlopidae,6,0,956
Indotyphlops leucomelas,Not Assessed,Squamata,Typhlopidae,6,0,198
Indotyphlops longissimus,Not Assessed,Squamata,Typhlopidae,5,0,0
Indotyphlops loveridgei,Not Assessed,Squamata,Typhlopidae,6,0,267
Indotyphlops madgemintonae,Not Assessed,Squamata,Typhlopidae,6,0,344
Indotyphlops malcolmi,Not Assessed,Squamata,Typhlopidae,6,0,197
Indotyphlops meszoelyi,Data Deficient,Squamata,Typhlopidae,6,0,627
Indotyphlops ozakiae,Data Deficient,Squamata,Typhlopidae,6,0,0
Indotyphlops pammeces,Least Concern,Squamata,Typhlopidae,5,0,363
Indotyphlops porrectus,Not Assessed,Squamata,Typhlopidae,6,0,735
Indotyphlops schmutzi,Endangered,Squamata,Typhlopidae,6,0,310
Indotyphlops tenebrarum,Not Assessed,Squamata,Typhlopidae,6,0,329
Indotyphlops tenuicollis,Data Deficient,Squamata,Typhlopidae,6,0,352
Indotyphlops veddae,Not Assessed,Squamata,Typhlopidae,6,0,187
Indotyphlops violaceus,Not Assessed,Squamata,Typhlopidae,6,0,342
Insulasaurus arborens,Not Assessed,Squamata,Scincidae,23,0,437
Insulasaurus traanorum,Not Assessed,Squamata,Scincidae,19,0,71
Insulasaurus victoria,Not Assessed,Squamata,Scincidae,21,0,46
Insulasaurus wrighti,Not Assessed,Squamata,Scincidae,19,0,73
Intellagama lesueurii,Least Concern,Squamata,Agamidae,35,2,320221
Inyoka swazicus,Least Concern,Squamata,Lamprophiidae,18,0,4415
Iphisa elegans,Least Concern,Squamata,Gymnophthalmidae,16,0,2037
Iranolacerta brandtii,Data Deficient,Squamata,Lacertidae,12,0,765
Iranolacerta zagrosica,Least Concern,Squamata,Lacertidae,17,0,772
Isanophis boonsongi,Data Deficient,Squamata,Colubridae,5,0,129
Isopachys anguinoides,Least Concern,Squamata,Scincidae,8,0,1248
Isopachys borealis,Least Concern,Squamata,Scincidae,7,0,41
Isopachys gyldenstolpei,Least Concern,Squamata,Scincidae,5,0,1125
Isopachys roulei,Least Concern,Squamata,Scincidae,6,0,44
Ithycyphus blanci,Data Deficient,Squamata,Pseudoxyrhophiidae,5,0,0
Ithycyphus goudoti,Least Concern,Squamata,Pseudoxyrhophiidae,5,0,0
Ithycyphus miniatus,Least Concern,Squamata,Pseudoxyrhophiidae,2,0,6603
Ithycyphus oursi,Least Concern,Squamata,Pseudoxyrhophiidae,2,0,0
Ithycyphus perineti,Least Concern,Squamata,Pseudoxyrhophiidae,7,0,0
Janetaescincus braueri,Endangered,Squamata,Scincidae,18,0,1211
Janetaescincus veseyfitzgeraldi,Endangered,Squamata,Scincidae,18,0,769
Japalura andersoniana,Not Assessed,Squamata,Agamidae,5,0,2544
Japalura dasi,Data Deficient,Squamata,Agamidae,10,0,735
Japalura kumaonensis,Not Assessed,Squamata,Agamidae,10,0,3028
Japalura major,Not Assessed,Squamata,Agamidae,10,0,1783
Japalura sagittifera,Not Assessed,Squamata,Agamidae,5,0,0
Japalura tricarinata,Least Concern,Squamata,Agamidae,18,0,3605
Japalura variegata,Least Concern,Squamata,Agamidae,17,0,2794
Jarujinia bipedalis,Least Concern,Squamata,Scincidae,17,0,0
Kaestlea beddomii,Least Concern,Squamata,Scincidae,7,0,65
Kaestlea bilineata,Least Concern,Squamata,Scincidae,7,0,381
Kaestlea laterimaculata,Vulnerable,Squamata,Scincidae,7,0,63
Kaestlea palnica,Data Deficient,Squamata,Scincidae,7,0,44
Kaestlea travancorica,Least Concern,Squamata,Scincidae,6,0,2154
Kaieteurosaurus hindsi,Data Deficient,Squamata,Gymnophthalmidae,17,0,763
Kanakysaurus viviparus,Endangered,Squamata,Scincidae,8,0,110
Kanakysaurus zebratus,Endangered,Squamata,Scincidae,8,0,184
Karnsophis siantaris,Not Assessed,Squamata,Homalopsidae,9,0,0
Karusasaurus jordani,Least Concern,Squamata,Cordylidae,12,0,0
Karusasaurus polyzonus,Least Concern,Squamata,Cordylidae,17,0,1255
Kentropyx altamazonica,Least Concern,Squamata,Teiidae,14,0,347
Kentropyx borckiana,Least Concern,Squamata,Teiidae,4,0,3901
Kentropyx calcarata,Least Concern,Squamata,Teiidae,15,1,3875
Kentropyx lagartija,Least Concern,Squamata,Teiidae,7,0,316
Kentropyx paulensis,Not Assessed,Squamata,Teiidae,7,0,216
Kentropyx pelviceps,Least Concern,Squamata,Teiidae,16,0,358
Kentropyx striata,Least Concern,Squamata,Teiidae,4,0,463
Kentropyx vanzoi,Not Assessed,Squamata,Teiidae,10,0,340
Kentropyx viridistriga,Least Concern,Squamata,Teiidae,8,0,280
Kinixys belliana,Not Assessed,Testudines,Testudinidae,9,0,27746
Kinixys erosa,Data Deficient,Testudines,Testudinidae,10,1,12423
Kinixys homeana,Vulnerable,Testudines,Testudinidae,11,1,11588
Kinixys lobatsiana,Vulnerable,Testudines,Testudinidae,8,0,5623
Kinixys natalensis,Vulnerable,Testudines,Testudinidae,6,0,6323
Kinixys nogueyi,Not Assessed,Testudines,Testudinidae,5,0,0
Kinixys spekii,Not Assessed,Testudines,Testudinidae,5,0,16843
Kinixys zombensis,Not Assessed,Testudines,Testudinidae,7,0,0
Kinosternon acutum,Near Threatened,Testudines,Kinosternidae,2,0,8280
Kinosternon alamosae,Data Deficient,Testudines,Kinosternidae,11,0,4412
Kinosternon angustipons,Vulnerable,Testudines,Kinosternidae,7,0,4468
Kinosternon baurii,Least Concern,Testudines,Kinosternidae,7,0,35848
Kinosternon chimalhuaca,Least Concern,Testudines,Kinosternidae,4,0,3709
Kinosternon creaseri,Least Concern,Testudines,Kinosternidae,2,0,3905
Kinosternon dunni,Vulnerable,Testudines,Kinosternidae,7,0,4199
Kinosternon durangoense,Data Deficient,Testudines,Kinosternidae,7,0,2953
Kinosternon flavescens,Least Concern,Testudines,Kinosternidae,6,1,26819
Kinosternon herrerai,Near Threatened,Testudines,Kinosternidae,6,0,2936
Kinosternon hirtipes,Least Concern,Testudines,Kinosternidae,4,0,6287
Kinosternon integrum,Least Concern,Testudines,Kinosternidae,6,0,6070
Kinosternon leucostomum,Not Assessed,Testudines,Kinosternidae,15,0,11637
Kinosternon oaxacae,Data Deficient,Testudines,Kinosternidae,6,0,8410
